Date,Age,Gender,Profession,Methodology,Reason,Time,District,Source
2012-10-04,23,Female,Student,Hanging,Personal problem,Morning,Thakurgaon,http://archive.thedailystar.net/newDesign/news-details.php?nid=252558
2012-10-15,13,Male,Newspaper hawker,Hanging,Not known,Afternoon,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=254006
2012-10-19,21,Male,not given,Hanging,not given,Morning,Tangail,http://archive.thedailystar.net/newDesign/news-details.php?nid=254570
2012-10-19,23,Female,Housewife,Hanging,Family feud,not given,Tangail,http://archive.thedailystar.net/newDesign/news-details.php?nid=254570
2012-10-20,12,Female,not given,Hanging,Not known,Morning,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=254736
2012-10-20,10,Female,not given,Hanging,Physical illness,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=254736
2012-10-20,35,Female,Housewife,Setting fire,Mental illness,Afternoon,Barisal,http://archive.thedailystar.net/newDesign/news-details.php?nid=254627
2012-10-21,25,Female,not given,Hanging,Family feud,not given,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=254823
2012-10-22,18,Male,Garment worker,Hanging,not given,Morning,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=255008
2012-10-22,12,Male,Student,Hanging,Family feud,Night,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=255009
2012-10-29,26,Female,Housewife,Hanging,Not known,Morning,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=255457
2012-10-28,55,Male,Schoolteacher,Hanging,not given,Evening,Thakurgaon,http://archive.thedailystar.net/newDesign/news-details.php?nid=255466
2012-10-28,21,Male,Lieutenant,not given,not given,Night,Dinajpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=255432
2012-10-28,19,Female,Housewife,Hanging,Quarrel with spouse,Morning,Bogra,http://archive.thedailystar.net/newDesign/news-details.php?nid=255436
2012-10-29,23,Female,Student,Hanging,Family feud,Morning,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=255621
2012-11-01,18,Male,not given,Poison,Family feud,not given,Bogra,http://archive.thedailystar.net/newDesign/news-details.php?nid=256054
2012-11-01,50,Female,not given,Poison,Family feud,not given,Bogra,http://archive.thedailystar.net/newDesign/news-details.php?nid=256054
2012-11-01,22,Male,not given,Hanging,Personal problem,not given,Bogra,http://archive.thedailystar.net/newDesign/news-details.php?nid=256054
2012-11-03,26,Male,Student,Jumping off river,Academic problem,22:00:00,Patuakhali,http://archive.thedailystar.net/newDesign/news-details.php?nid=256240
2012-11-05,17,Female,not given,Hanging,Family feud,01:00:00,Jessore,http://archive.thedailystar.net/newDesign/news-details.php?nid=256376
2012-11-06,12,Female,Student,Hanging,not given,not given,Bogra,http://archive.thedailystar.net/newDesign/news-details.php?nid=256504
2012-11-05,25,Male,Expatriate,Poison,Personal problem,Noon1,Chuadanga,http://archive.thedailystar.net/newDesign/news-details.php?nid=256496
2012-11-10,16,Male,Electrician,Hanging,Personal problem,Night,Sylhet,http://archive.thedailystar.net/newDesign/news-details.php?nid=257150
2012-11-11,19,Female,Garment worker,Hanging,Personal problem,Noon,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=257132
2012-11-11,20,Female,not given,Hanging,Not known,Morning,Nawabganj,http://archive.thedailystar.net/newDesign/news-details.php?nid=257416
2012-11-13,23,Female,Housewife,Hanging,Family feud,Morning,Sunamganj,http://archive.thedailystar.net/newDesign/news-details.php?nid=257416
2012-11-10,40,Female,Housewife,Jumped in front of train,Family feud,19:00:00,Jessore,http://archive.thedailystar.net/newDesign/news-details.php?nid=257416
2012-11-11,28,Female,Housewife,Poison,Family feud,20:30:00,Bogra,http://archive.thedailystar.net/newDesign/news-details.php?nid=257416
2012-11-17,15,Male,Student,Hanging,Family feud,13:00:00,Sylhet,http://archive.thedailystar.net/newDesign/news-details.php?nid=258047
2012-11-20,15,Female,not given,Hanging,Mental illness,12:30:00,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=258330
2012-11-24,14,Female,Student,Hanging,Family feud,not given,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=258793
2012-11-26,20,Male,Police Constable,Shooting,Mental illness,Morning,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=258912
2012-11-28,24,Male,Shopkeeper,Hanging,Family feud,Morning,Thakurgaon,http://archive.thedailystar.net/newDesign/news-details.php?nid=259166
2012-11-28,19,Female,Housewife,Hanging,Not known,Afternoon,Thakurgaon,http://archive.thedailystar.net/newDesign/news-details.php?nid=259673
2012-12-06,13,Female,Student,Hanging,Not known,Morning,Sunamganj,http://archive.thedailystar.net/newDesign/news-details.php?nid=260225
2012-12-23,15,Female,Student,Hanging,Abducted; threatened,16:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=262347
2012-12-08,14,Female,not given,Poison,Sexually abused,not given,Nawabganj,http://archive.thedailystar.net/newDesign/news-details.php?nid=262329
2012-12-20,24,Female,Housewife,Poison,Family feud,Night,Nilphamari,http://archive.thedailystar.net/newDesign/news-details.php?nid=262337
2012-12-20,18,Female,Housewife,Hanging,Torture,Night,Nilphamari,http://archive.thedailystar.net/newDesign/news-details.php?nid=262337
2012-12-24,10,Female,Student,Hanging,Family feud,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=262499
2012-12-24,16,Female,Student,Hanging,Family feud,Morning,Jessore,http://archive.thedailystar.net/newDesign/news-details.php?nid=262537
2012-12-26,20,Female,Housewife,Hanging,Physical illness; torture,Morning,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=262755
2012-12-29,20,Male,Tailoring shop employee,Hanging,Allegation,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=263139
2012-12-28,13,Female,Student,Hanging,Academic problem,Evening,Jessore,http://archive.thedailystar.net/newDesign/news-details.php?nid=263192
2013-01-02,38,Male,not given,Poison,Financial problem,Morning,Rangpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=263734
2013-01-02,16,Female,student,hanging,Family feud,Morning,Rangpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=263734
2013-01-04,25,Male,not given,hanging,Physical illness,Night,Jessore,http://archive.thedailystar.net/newDesign/news-details.php?nid=264003
2013-01-06,30,Male,not given,slitting throat,Famiyl feud,Night,Panchagarh,http://archive.thedailystar.net/newDesign/news-details.php?nid=264425
2013-01-10,12,Female,student,hanging,Family feud,Afternoon,Pabna,http://archive.thedailystar.net/newDesign/news-details.php?nid=264706
2013-01-28,11,Female,housemaid,hanging,Not known,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=266984
2013-01-22,18,Female,not given,Setting fire,Sexually abused,20:00:00,Rangpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=267518
2013-02-01,45,Male,Employee of CNF,hanging,Financial problem,Noon,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=267524
2013-02-02,23,Female,Housewife,hanging,Quarrel with spouse,Morning,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=267607
2013-02-02,24,Female,Housewife,hanging,Quarrel with spouse,Night,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=267788
2013-02-06,17,Female,not given,Poison,Not known,not given,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=268133
2013-02-07,20,Female,Garment worker,Poison,Family feud,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=268417
2013-02-08,44,Male,Goldsmith shop worker,hanging,Financial problem,13:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=268417
2013-02-08,12,Female,Student,hanging,Physical illness; Family feud,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=268417
2010-02-08,25,Male,Accused of muder,hanging,Mental illness,10:00:00,Jhalokati,http://archive.thedailystar.net/newDesign/news-details.php?nid=268502
2013-02-24,24,Female,Housewife,hanging,Quarrel with spouse,Morning,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=270378
2013-02-22,18,Female,not given,Poison,Family feud,Evening,Jessore,http://archive.thedailystar.net/newDesign/news-details.php?nid=270356
2013-02-22,20,Female,Housewife,Poison,Quarrel with spouse,Morning,Jhenaidah,http://archive.thedailystar.net/newDesign/news-details.php?nid=270356
2013-02-24,21,Female,Housewife,not given,Family feud,Noon,Bogra,http://archive.thedailystar.net/newDesign/news-details.php?nid=270356
2013-02-27,60,Male,Professor at Chittagong University,hanging,not given,Evening,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=270775
2013-03-05,16,Male,Student,Jumping off river,Academic problem,Afternoon,Dhaka,http://archive.thedailystar.net/beta2/news/ssc-examinee-found-dead/
2013-03-06,12,Female,not given,hanging,Family feud,Morning,Bogra,http://archive.thedailystar.net/beta2/news/minor-girl-commits-suicide/
2013-03-18,30,Female,Housewife,Setting fire,Mental illness,23:00:00,Jessore,http://archive.thedailystar.net/beta2/news/housewife-commits-suicide/
2013-03-22,18,Female,not given,Jumping off river,Personal problem,not given,Bhola,http://archive.thedailystar.net/beta2/news/girls-body-recovered/
2013-03-23,35,Male,not given,Poison,Family feud,Night,Chittagong,http://archive.thedailystar.net/beta2/news/man-commits-suicide-in-ctg/
2013-03-26,14,Female,Student,hanging,Mental illness,Night,Moulvibazar,http://archive.thedailystar.net/beta2/news/schoolgirl-commits-suicide/
2013-03-25,45,Male,Van puller,Poison,Physical illness,Evening,Bogra,http://archive.thedailystar.net/beta2/news/snaps-and-snippets/
2013-03-29,18,Female,Student,hanging,Not known,Morning,Dhaka,http://archive.thedailystar.net/beta2/news/girl-commits-suicide-in-capital/
2013-03-31,24,Female,Student,hanging,Mental illness,Afternoon,Dhaka,http://archive.thedailystar.net/beta2/news/news-in-brief-4/
2013-04-03,18,Female,not given,Poison,Family feud,Night,Jessore,http://archive.thedailystar.net/beta2/news/girl-commits-suicide/
2013-04-05,25,Male,not given,hanging,Quarrel with spouse,Night,Chittagong,http://archive.thedailystar.net/beta2/news/man-commits-suicide-in-ctg-2/
2013-04-06,35,Female,not given,hanging,Family feud,Morning,Chittagong,http://archive.thedailystar.net/beta2/news/news-in-brief-14/
2013-04-06,18,Female,not given,Poison,Family feud,Afternoon,Chuadanga,http://archive.thedailystar.net/beta2/news/girl-woman-commit-suicide/
2013-04-06,27,Male,School peon,hanging,Physical illness; Financial problem,not given,Pabna,http://archive.thedailystar.net/beta2/news/girl-woman-commit-suicide/
2013-04-05,22,Female,Housewife,hanging,Family feud,Evening,Bogra,http://archive.thedailystar.net/beta2/news/girl-woman-commit-suicide/
2013-04-07,50,Male,Ansar member,Shooting,not given,Morning,Kushtia,http://archive.thedailystar.net/beta2/news/ansar-man-2-youths-commit-suicide/
2013-04-06,19,Female,not given,hanging,Personal problem,Night,Lalmonirhat,http://archive.thedailystar.net/beta2/news/ansar-man-2-youths-commit-suicide/
2013-04-06,26,Male,not given,hanging,Personal problem,Night,Lalmonirhat,http://archive.thedailystar.net/beta2/news/ansar-man-2-youths-commit-suicide/
2013-04-07,20,Female,Housewife,Poison,Quarrel with spouse,Morning,Tangail,http://archive.thedailystar.net/beta2/news/housewife-commits-suicide-another-killed-by-husband/
2013-04-11,28,Female,Housewife,hanging,not given,Morning,Moulvibazar,http://archive.thedailystar.net/beta2/news/snippets-7/
2014-04-13,22,Female,Housewife,Poison,Quarrel with spouse,Night,Bogra,http://archive.thedailystar.net/beta2/news/snippets-9/
2013-04-21,25,Female,Housewife,hanging,Family feud,Night,Tangail,http://archive.thedailystar.net/beta2/news/snaps-and-snippets-4/
2013-04-23,20,Male,Student,hanging,Not known,Afternoon,Bhola,http://archive.thedailystar.net/beta2/news/snippets-15/
2013-04-27,33,Female,Housewife,Poison,Family feud,Night,Chuadanga,http://archive.thedailystar.net/beta2/news/young-couple-housewife-commit-suicide/
2013-04-29,32,Female,not given,hanging,Financial problem,Night,Chittagong,http://archive.thedailystar.net/beta2/news/news-in-brief-52/
2013-05-05,25,Male,not given,Poison,Quarrel with spouse,19:30:00,Chuadanga,http://archive.thedailystar.net/beta2/news/snippets-21/
2013-05-09,16,Female,Student,Poison,Academic problem,Noon,Lalmonirhat,http://archive.thedailystar.net/beta2/news/examinee-commits-suicide/
2013-05-11,16,Male,Student,hanging,Academic problem,Afternoon,Meherpur,http://archive.thedailystar.net/beta2/news/snippets-25/
2013-05-13,14,Male,Student,hanging,not given,Morning,Moulvibazar,http://archive.thedailystar.net/beta2/news/snippets-26/
2013-05-14,25,Female,Student,hanging,Personal problem,Morning,Jessore,http://archive.thedailystar.net/beta2/news/snippets-27/
2013-05-13,35,Female,not given,hanging,not given,21:30:00,Jessore,http://archive.thedailystar.net/beta2/news/snippets-29/
2013-05-19,13,Male,Garment worker,hanging,not given,Night,Dhaka,http://archive.thedailystar.net/beta2/news/news-in-brief-76/
2013-05-18,25,Male,not given,hanging,Drug addict,Noon,Jamalpur,http://archive.thedailystar.net/beta2/news/snippets-31/
2013-05-21,28,Male,not given,Poison,Family feud,Evening,Chuadanga,http://archive.thedailystar.net/beta2/news/snippets-33/
2013-05-25,31,Male,Death row inmate,hanging,not given,Night,Dhaka,http://archive.thedailystar.net/beta2/news/news-in-brief-90/
2013-05-29,19,Female,Housewife,hanging,Quarrel with spouse,Morning,Rangpur,http://archive.thedailystar.net/beta2/news/housewife-commits-suicide-2/
2013-05-31,26,Female,Housewife,hanging,Family feud,not given,Dhaka,http://archive.thedailystar.net/beta2/news/housewife-commits-suicide-in-capital/
2013-05-31,28,Female,Housewife,Setting fire,Torture,Afternoon,Patuakhali,http://archive.thedailystar.net/beta2/news/agonised-she-kills-herself/
2013-06-05,14,Female,Student,hanging,Family feud,not given,Dhaka,http://archive.thedailystar.net/beta2/news/news-in-brief-109/
2013-06-07,24,Female,Garment worker,hanging,Not known,not given,Dhaka,http://archive.thedailystar.net/beta2/news/woman-commits-suicide-in-capital/
2013-06-08,16,Female,not given,hanging,Family feud,not given,Dhaka,http://archive.thedailystar.net/beta2/news/news-in-brief-116/
2013-06-08,22,Male,Shopkeeper,hanging,Mental illness,Night,Chittagong,http://archive.thedailystar.net/beta2/news/news-in-brief-116/
2013-06-08,50,Male,Retired Major (army officer),hanging,Mental illness,Not known,Dhaka,http://archive.thedailystar.net/beta2/news/ex-army-officer-commits-suicide-in-capital/
2013-06-10,16,Female,housemaid,hanging,Mental illness,Morning,Dhaka,http://archive.thedailystar.net/beta2/news/news-in-brief-120/
2013-06-15,13,Female,not given,hanging,Family feud,Night,Dhaka,http://archive.thedailystar.net/beta2/news/news-in-brief-133/
2013-06-15,20,Female,not given,hanging,not given,Night,Dhaka,http://archive.thedailystar.net/beta2/news/news-in-brief-133/
2013-06-19,37,Male,Businessman,hanging,Mental illness,Morning,Dhaka,http://archive.thedailystar.net/beta2/news/news-in-brief-139/
2013-06-22,18,Female,housemaid,hanging,Not known,Morning,Chittagong,http://archive.thedailystar.net/beta2/news/news-in-brief-143/
2013-06-21,13,Female,housemaid,not given,Something wrong at the employer's house,Night,Lalmonirhat,http://archive.thedailystar.net/beta2/news/teenage-domestic-help-commits-suicide-minor-beaten-up/
2013-06-25,45,Female,Housewife,Poison,Mental illness,not given,Dhaka,http://archive.thedailystar.net/beta2/news/news-in-brief-147/
2013-06-25,50,Female,Housewife,Poison,Not known,not given,Dhaka,http://archive.thedailystar.net/beta2/news/news-in-brief-147/
2013-06-22,13,Female,Student,not given,Sexually abused,14:00:00,Barguna,http://archive.thedailystar.net/beta2/news/girl-takes-own-life-to-get-rid-of-stalking/
2013-06-26,13,Female,housemaid,hanging,Not known,Morning,Rajshahi,http://archive.thedailystar.net/beta2/news/news-in-brief-149/
2013-06-26,16,Female,not given,hanging,Family feud,Morning,Comilla,http://archive.thedailystar.net/beta2/news/snippets-55/
2013-07-01,30,Female,Housewife,Hanging,-,-,Dhaka,http://archive.thedailystar.net/beta2/news/woman-found-dead/
2013-07-01,42,Female,Actor,Hanging,Family fued,18:40:00,Dhaka,http://archive.thedailystar.net/beta2/news/tv-actress-mita-noor-found-dead-2/
2013-07-03,25,Male,Driver,Hanging,-,-,Chittagong,http://archive.thedailystar.net/beta2/news/news-in-brief-162/
2013-07-03,30,Male,not given,Poison,Family feud,03:30:00,Comilla,http://archive.thedailystar.net/beta2/news/snippets-58/
2013-07-04,18,Female,Student,Poison,Family feud,-,Comilla,http://archive.thedailystar.net/beta2/news/college-girl-commits-suicide-in-comilla/
2013-07-07,30,Female,Housewife,Poison,Family fued,Night,Bogra,http://archive.thedailystar.net/beta2/news/housewife-commits-suicide-3/
2013-07-08,27,Female,Housewife,Poison,Family fued,Evening,Bogra,http://archive.thedailystar.net/beta2/news/housewife-commits-suicide-3/
2013-07-12,28,Female,Housewife,Hanging,Family feud,-,Dhaka,http://archive.thedailystar.net/beta2/news/two-commit-suicide/
2013-07-12,48,Male,Water pump operator,Hanging,Family feud,-,Dhaka,http://archive.thedailystar.net/beta2/news/two-commit-suicide/
2013-07-14,25,Female,Housewife,Hanging,Family fued,Night,Dhaka,http://archive.thedailystar.net/beta2/news/two-commit-suicide-in-capital/
2013-07-14,19,Female,Housewife,Hanging,Family feud,Morning,Chittagong,http://archive.thedailystar.net/beta2/news/news-in-brief-184/
2013-07-16,28,Male,Police,Poison,-,Evening,Dhaka,http://archive.thedailystar.net/beta2/news/news-in-brief-188/
2013-07-20,18,Female,Student,Hanging,Family feud,Afternoon,Rangpur,http://archive.thedailystar.net/beta2/news/teenage-girl-saudi-expat-commit-suicide/
2013-07-20,32,Male,Expatriate,Slitting throat,-,Noon,Sylhet,http://archive.thedailystar.net/beta2/news/teenage-girl-saudi-expat-commit-suicide/
2013-07-24,11,Female,Student,Hanging,Family feud,Evening,Magura,http://archive.thedailystar.net/beta2/news/snippets-70/
2013-07-26,31,Male,Student,Poison,Drug addiction,03:00:00,Dhaka,http://archive.thedailystar.net/beta2/news/3-commit-suicide-in-capital/
2013-07-26,14,Female,not given,Hanging,Mental disorder,-,Dhaka,http://archive.thedailystar.net/beta2/news/3-commit-suicide-in-capital/
2013-07-26,23,Female,Housewife,Hanging,Family fued,02:00:00,Dhaka,http://archive.thedailystar.net/beta2/news/3-commit-suicide-in-capital/
2013-07-29,20,Female,Student,Hanging,Family feud,-,Dhaka,http://archive.thedailystar.net/beta2/news/two-women-found-dead-in-capital/
2013-07-29,25,Female,Housewife,-,Family fued,Morning,Dhaka,http://archive.thedailystar.net/beta2/news/two-women-found-dead-in-capital/
2013-08-01,25,Female,housemaid,Hanging,-,03:00:00,Chittagong,http://archive.thedailystar.net/beta2/news/news-in-brief-216/
2013-07-31,17,Male,Student,Hanging,Family feud,Night,Pirojpur,http://archive.thedailystar.net/beta2/news/snippets-74/
2013-08-03,18,Male,Labourer,Hanging,Family feud,18:15:00,Dhaka,http://archive.thedailystar.net/beta2/news/news-in-brief-220/
2013-08-04,15,Female,Student,Hanging,Family feud,-,Dhaka,http://archive.thedailystar.net/beta2/news/news-in-brief-222/
2013-08-06,17,Male,Student,Hanging,-,Night,Bogra,http://archive.thedailystar.net/beta2/news/snippets-77/
2013-08-05,24,Female,Housewife,Hanging,Personal problem,11:30:00,Sirajganj,http://archive.thedailystar.net/beta2/news/snippets-78/
2013-08-06,20,Male,not given,Hanging,Family feud,Evening,Bogra,http://archive.thedailystar.net/beta2/news/snippets-79/
2013-08-13,30,Female,housemaid,Hanging,-,Morning,Dhaka,http://archive.thedailystar.net/beta2/news/domestic-help-commits-suicide/
2013-08-10,32,Female,Housewife,Poison,-,19:00:00,Thakurgaon,http://archive.thedailystar.net/beta2/news/six-commit-suicide-in-three-districts/
2013-08-10,23,Female,Student,Hanging,-,19:30:00,Thakurgaon,http://archive.thedailystar.net/beta2/news/six-commit-suicide-in-three-districts/
2013-08-10,24,Female,Housewife,Hanging,Family fued,Morning,Thakurgaon,http://archive.thedailystar.net/beta2/news/six-commit-suicide-in-three-districts/
2013-08-10,28,Male,not given,Poison,Family feud,Night,Panchagarh,http://archive.thedailystar.net/beta2/news/six-commit-suicide-in-three-districts/
2013-08-09,29,Female,Housewife,Hanging,Family fued,Morning,Pirojpur,http://archive.thedailystar.net/beta2/news/six-commit-suicide-in-three-districts/
2013-08-09,30,Female,Housewife,Poison,Family fued,Afternoon,Pirojpur,http://archive.thedailystar.net/beta2/news/six-commit-suicide-in-three-districts/
2013-08-15,15,Male,Student,Shooting,Family feud,01:45:00,Dhaka,http://archive.thedailystar.net/beta2/news/teenager-shot-himself-dead-in-capital/
2013-08-20,20,Female,Student,Hanging,-,-,Chittagong,http://archive.thedailystar.net/beta2/news/news-in-brief-241/
2013-08-20,19,Female,Student,Hanging,-,Noon,Sylhet,http://archive.thedailystar.net/beta2/news/agri-student-commits-suicide/
2013-08-22,22,Male,Labourer,Hanging,-,-,Narayanganj,http://archive.thedailystar.net/beta2/news/158848/
2013-08-24,35,Female,Housewife,Hanging,Family feud,Morning,Chittagong,http://archive.thedailystar.net/beta2/news/news-in-brief-248/
2013-08-24,17,Male,Student,Poison,Depression,Night,Jessore,http://archive.thedailystar.net/beta2/news/snaps-and-snippets-17/
2013-08-29,23,Male,not given,Hanging,-,Afternoon,Moulvibazar,http://archive.thedailystar.net/beta2/news/snippets-89/
2013-09-01,19,Female,Student,Hanging,-,Morning,Dinajpur,http://archive.thedailystar.net/beta2/news/snippets-90/
2013-09-03,19,Female,not given,Hanging,Disease,1899-12-30 00:00:00,Dhaka,http://archive.thedailystar.net/beta2/news/news-in-brief-268/
2013-09-04,22,Male,not given,Jumped in front of train,Family feud,Night,Chuadanga,http://archive.thedailystar.net/beta2/news/snippets-92/
2013-09-05,15,Female,Student,Hanging,Stalking,10:00:00,Joypurhat,http://archive.thedailystar.net/beta2/news/girl-commits-suicide-after-being-stalked/
2013-09-04,14,Female,Student,Poison,Family feud,Night,Chittagong,http://archive.thedailystar.net/beta2/news/suicide/
2013-09-09,103,Male,not given,Hanging,Family feud,-,Joypurhat,http://archive.thedailystar.net/beta2/news/snippets-95/
2013-09-15,30,Female,Housewife,Poison,-,-,Dhaka,http://archive.thedailystar.net/beta2/news/2-commit-suicide-in-dhamrai/
2013-09-15,32,Male,not given,Poison,-,-,Dhaka,http://archive.thedailystar.net/beta2/news/2-commit-suicide-in-dhamrai/
2013-09-27,15,Male,Student,Hanging,-,11:00:00,Dinajpur,http://archive.thedailystar.net/beta2/news/snippets-105/
2013-09-28,17,Female,Student,Jumped,Family feud,15:30:00,Dhaka,http://archive.thedailystar.net/beta2/news/two-commit-suicide-in-capital-2/
2013-09-28,25,Female,Student,Hanging,Mental disorder,20:30:00,Dhaka,http://archive.thedailystar.net/beta2/news/two-commit-suicide-in-capital-2/
2013-09-27,28,Female,Housewife,Poison,Family fued,16:00:00,Bogra,http://archive.thedailystar.net/beta2/news/2-housewives-commit-suicide-in-bogra/
2013-09-27,32,Female,Housewife,Poison,Family fued,Evening,Bogra,http://archive.thedailystar.net/beta2/news/2-housewives-commit-suicide-in-bogra/
2013-10-02,20,Female,Student,Hanging,-,Morning,Dhaka,http://archive.thedailystar.net/beta2/news/news-in-brief-324/
2013-10-03,23,Male,Police,Shooting,Family feud,-,Rangamati,http://archive.thedailystar.net/beta2/news/snippets-110/
2013-10-17,16,Female,Student,Hanging,-,Night,Patuakhali,http://archive.thedailystar.net/beta2/news/two-commit-suicide-2/
2013-10-17,28,Male,not given,Hanging,Family fued,Morning,Comilla,http://archive.thedailystar.net/beta2/news/two-commit-suicide-2/
2013-10-19,35,Male,not given,Poison,Drug addiction,Morning,Dhaka,http://archive.thedailystar.net/beta2/news/news-in-brief-350/
2013-10-19,16,Female,not given,-,Family feud,Night,Comilla,http://archive.thedailystar.net/beta2/news/snippets-102/
2013-10-22,17,Female,Student,Hanging,-,Morning,Thakurgaon,http://archive.thedailystar.net/beta2/news/snippets-117/
2013-10-25,26,Male,not given,Hanging,Family fued,Morning,Comilla,http://archive.thedailystar.net/beta2/news/snaps-and-snippets-25/
2013-10-30,25,Male,Student,Hanging,-,-,Dhaka,http://archive.thedailystar.net/beta2/news/man-commits-suicide/
2013-10-31,21,Male,Typist,-,Family feud,-,Dhaka,http://archive.thedailystar.net/beta2/news/news-in-brief-369/
2013-11-03,20,Female,Housewife,Hanging,Family fued,Morning,Dhaka,http://archive.thedailystar.net/beta2/news/news-in-brief-376/
2013-11-05,22,Female,Student,Hanging,-,09:00:00,Chittagong,http://archive.thedailystar.net/beta2/news/college-girl-commits-suicide-in-ctg/
2013-11-08,62,Male,not given,Hanging,Mental disorder,21:00:00,Jessore,http://archive.thedailystar.net/beta2/news/snippets-127/
2013-11-11,18,Male,Student,Hanging,Personal problem,14:00:00,Chittagong,http://archive.thedailystar.net/beta2/news/news-in-brief-389/
2013-11-13,60,Male,not given,Poison,Family feud,Morning,Chuadanga,http://archive.thedailystar.net/beta2/news/snippets-131/
2013-11-13,40,Male,Farmer,Hanging,-,Evening,Chuadanga,http://archive.thedailystar.net/beta2/news/snippets-132/
2013-11-18,19,Male,Student,Hanging,Personal problem,Evening,Dhaka,http://archive.thedailystar.net/beta2/news/college-student-commits-suicide-in-capital/
2013-11-19,27,Female,Housewife,Burning,Family fued,Morning,Chuadanga,http://archive.thedailystar.net/beta2/news/housewifecollege-girlcommit-suicide/
2013-11-19,19,Female,Student,Hanging,-,Night,Dinajpur,http://archive.thedailystar.net/beta2/news/housewifecollege-girlcommit-suicide/
2013-11-23,18,Female,Factory worker,Jumped,-,-,Gazipur,http://archive.thedailystar.net/beta2/news/news-in-brief-411/
2013-11-23,17,Female,not given,Poison,-,Morning,Moulvibazar,http://archive.thedailystar.net/beta2/news/snap-and-snippets-9/
2013-11-24,14,Female,Student,Hanging,Family feud,Afternoon,Bogra,http://archive.thedailystar.net/beta2/news/snippets-136/
2013-11-29,13,Male,Student,Hanging,-,Morning,Lalmonirhat,http://archive.thedailystar.net/beta2/news/news-in-brief-424/
2013-11-30,45,Male,not given,Poison,Family feud,Afternoon,Chuadanga,http://archive.thedailystar.net/beta2/news/snippets-140/
2013-12-03,13,Female,Student,Hanging,-,Morning,Chittagong,http://archive.thedailystar.net/beta2/news/news-in-brief-432/
2013-12-05,35,Male,Driver,Hanging,Family feud,Morning,Gazipur,http://archive.thedailystar.net/beta2/news/man-kills-himself-after-murdering-wife-in-gazipur/
2013-12-05,17,Female,Student,Hanging,-,Night,Dinajpur,http://archive.thedailystar.net/beta2/news/2-teenage-girls-commit-suicide/
2013-12-04,15,Female,Student,Poison,Family feud,-,Magura,http://archive.thedailystar.net/beta2/news/2-teenage-girls-commit-suicide/
2013-12-07,13,Female,Student,-,-,Morning,Barisal,http://archive.thedailystar.net/beta2/news/snippets-143/
2013-12-10,18,Female,Student,Hanging,-,Morning,Gaibandha,http://archive.thedailystar.net/beta2/news/snippets-145/
2013-12-14,17,Female,not given,Hanging,Family feud,Night,Chuadanga,http://archive.thedailystar.net/beta2/news/news-in-brief-450/
2013-12-14,16,Female,not given,Hanging,Personal problem,-,Moulvibazar,http://archive.thedailystar.net/beta2/news/two-teenage-girls-commit-suicide-in-moulvibazar/
2013-12-15,18,Female,not given,Poison,-,-,Moulvibazar,http://archive.thedailystar.net/beta2/news/two-teenage-girls-commit-suicide-in-moulvibazar/
2013-12-17,32,Female,Housewife,Hanging,-,-,Chittagong,http://archive.thedailystar.net/beta2/news/two-commit-suicide-one-found-dead-in-ctg/
2013-12-17,16,Female,Student,Poison,Family feud,-,Chittagong,http://archive.thedailystar.net/beta2/news/two-commit-suicide-one-found-dead-in-ctg/
2013-12-22,15,Female,housemaid,Hanging,-,Noon,Chittagong,http://www.thedailystar.net/news-in-brief-3592
2013-12-25,25,Female,Housewife,Poison,Family feud,-,Dinajpur,http://www.thedailystar.net/snippets-4081
