,Date,Age,Gender,Profession,Methodology,Reason,Time,District,Source
472,3/30/2012,8 to 12,Male,Student,Hanging,family feud,20:30:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=228451
627,9/30/2012,8 to 12,Female,Student,Poison,allegation,23:30:00,Jessore,http://archive.thedailystar.net/newDesign/news-details.php?nid=252044
188,2/8/2011,8 to 12,Female,student,Poison,family feud,not given,Shatkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=173449
636,10/20/2012,8 to 12,Female,not given,Hanging,physical illness,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=254736
230,4/5/2011,8 to 12,Male,student,Poison,family feud,not given,Shatkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=180646
670,12/24/2012,8 to 12,Female,Student,Hanging,family feud,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=262499
592,9/4/2012,8 to 12,Male,Student,Hanging,family feud,0:30:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=248457
179,1/25/2011,8 to 12,Female,student,Poison,failing in exam,not given,Shatkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=171614
763,7/24/2013,8 to 12,Female,Student,Hanging,family feud,Evening,Magura,http://archive.thedailystar.net/beta2/news/snippets-70/
478,4/3/2012,8 to 12,Male,Student,Poison,family feud,Noon,Rangpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=229085
388,11/27/2011,8 to 12,Male,student,Hanging,family feud,morning,Manikganj,http://archive.thedailystar.net/newDesign/news-details.php?nid=211963
359,10/3/2011,8 to 12,Female,student,Hanging,family feud,not given,Manikganj,http://archive.thedailystar.net/newDesign/news-details.php?nid=205094
626,9/29/2012,8 to 12,Female,not given,Hanging,family feud,Night,Pabna,http://archive.thedailystar.net/newDesign/news-details.php?nid=252044
962,10/23/2014,8 to 12,Male,not given,Hanging,imitating suicide,noon,Sunamganj,http://www.thedailystar.net/boy-dies-while-imitating-suicide-acting-47151
306,7/19/2011,8 to 12,Female,student,Hanging,eve teasing,20:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=194954
529,6/9/2012,8 to 12,Female,Student,Hanging,family feud,21:00:00,Thakurgaon,http://archive.thedailystar.net/newDesign/news-details.php?nid=237808
14,2/3/2010,8 to 12,Female,Student,Hanging,eve teasing,Afternoon,Pabna,http://archive.thedailystar.net/newDesign/news-details.php?nid=124952
75,7/19/2010,8 to 12,Female,Student,Poison,family feud,Night,Lalmonirhat,http://archive.thedailystar.net/newDesign/news-details.php?nid=147669
688,2/8/2013,8 to 12,Female,Student,hanging,physical illness; family feud,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=268417
897,5/31/2014,8 to 12,Female,not given,Hanging,mental disorder,Night,Chittagong,http://www.thedailystar.net/newsarchive/news-in-brief-26705
679,1/10/2013,8 to 12,Female,student,hanging,family feud,Afternoon,Pabna,http://archive.thedailystar.net/newDesign/news-details.php?nid=264706
696,3/6/2013,8 to 12,Female,not given,hanging,family feud,Morning,Bogra,http://archive.thedailystar.net/beta2/news/minor-girl-commits-suicide/
327,8/16/2011,8 to 12,Female,not given,Posion,family feud,night,Kushtia,http://archive.thedailystar.net/newDesign/news-details.php?nid=198997
640,10/22/2012,8 to 12,Male,Student,Hanging,family feud,Night,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=255009
913,6/23/2014,8 to 12,Male,Student,Hanging,family feud,Afternoon,Magura,http://www.thedailystar.net/newsarchive/snippets-30218
590,8/27/2012,13 to 18,Female,Student,Hanging,forced marriage,not given,Barguna,http://archive.thedailystar.net/newDesign/news-details.php?nid=247595
674,12/28/2012,13 to 18,Female,Student,Hanging,academic problem,Evening,Jessore,http://archive.thedailystar.net/newDesign/news-details.php?nid=263192
253,4/22/2011,13 to 18,Female,slum residant,Poison,family feud,night,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=182821
242,4/17/2011,13 to 18,Female,student,Poison,family feud,morning,Shatkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=182032
90,8/11/2010,13 to 18,Female,not given,Poison,family feud,Morning,Khagrachhari,http://archive.thedailystar.net/newDesign/news-details.php?nid=150414
223,3/15/2011,13 to 18,Female,not given,Hanging,family feud,18:30:00,Nilphamari,http://archive.thedailystar.net/newDesign/news-details.php?nid=177898
269,5/18/2011,13 to 18,Female,student,Poison,family feud,night,Nilphamari,http://archive.thedailystar.net/newDesign/news-details.php?nid=186366
163,11/20/2010,13 to 18,Female,Student,Hanging,eve-teasing,Morning,Dinajpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=163025
743,6/21/2013,13 to 18,Female,housemaid,not given,something wrong at the employer's house,Night,Lalmonirhat,http://archive.thedailystar.net/beta2/news/teenage-domestic-help-commits-suicide-minor-beaten-up/
357,10/2/2011,13 to 18,Female,student,Hanging,family feud,23:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=204974
61,5/13/2010,13 to 18,Female,not given,Hanging,eve teasing,10:30:00,Narayanganj,http://archive.thedailystar.net/newDesign/news-details.php?nid=138384
145,10/25/2010,13 to 18,Female,mentally ill,Hanging,mental illness,Afternoon,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=160042
739,6/15/2013,13 to 18,Female,not given,hanging,family feud,Night,Dhaka,http://archive.thedailystar.net/beta2/news/news-in-brief-133/
746,6/22/2013,13 to 18,Female,Student,not given,sexually abused,14:00:00,Barguna,http://archive.thedailystar.net/beta2/news/girl-takes-own-life-to-get-rid-of-stalking/
470,3/28/2012,13 to 18,Female,Student,Hanging,family feud,-,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=228153
373,11/9/2011,13 to 18,Female,student,Hanging,depression,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=209575
150,11/1/2010,13 to 18,Female,Student,Hanging,eve-teasing,8:30:00,Sirajganj,http://archive.thedailystar.net/newDesign/news-details.php?nid=160980
661,11/24/2012,13 to 18,Female,Student,Hanging,family feud,not given,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=258793
239,4/12/2011,13 to 18,Male,not given,Poison,family feud,21:30:00,Shatkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=181548
99,8/18/2010,13 to 18,Female,Student,Poison,family feud,Night,Shatkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=151493
182,2/3/2011,13 to 18,Female,not given,Poison,family feud,not given,Shatkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=172794
667,12/8/2012,13 to 18,Female,not given,Poison,sexually abused,not given,Chapainawabganj,http://archive.thedailystar.net/newDesign/news-details.php?nid=262329
201,2/21/2011,13 to 18,Female,rape victim,Set fire,raped,not given,Rajshahi,http://archive.thedailystar.net/newDesign/news-details.php?nid=174978
794,9/4/2013,13 to 18,Female,Student,Poison,family feud,Night,Chittagong,http://archive.thedailystar.net/beta2/news/suicide/
209,2/28/2011,13 to 18,Female,student,Hanging,family feud,afternoon,Kushtia,http://archive.thedailystar.net/newDesign/news-details.php?nid=175929
180,1/25/2011,13 to 18,Female,Beauty parlour worker,Hanging,heated argument,not given,Gazipur,http://archive.thedailystar.net/newDesign/news-details.php?nid=171614
211,3/2/2011,13 to 18,Female,student,Hanging,family feud,10:30:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=176247
169,12/14/2010,13 to 18,Female,Cleaner of private company at Airport,Hanging,eve-teasing,Evening,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=166302
113,9/7/2010,13 to 18,Female,Student,Poison,eve-teasing,16:00:00,Shatkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=154120
765,7/26/2013,13 to 18,Female,not given,Hanging,mental disorder,-,Dhaka,http://archive.thedailystar.net/beta2/news/3-commit-suicide-in-capital/
733,6/5/2013,13 to 18,Female,Student,hanging,family feud,not given,Dhaka,http://archive.thedailystar.net/beta2/news/news-in-brief-109/
700,3/26/2013,13 to 18,Female,Student,hanging,mental illness,Night,Moulvibazar,http://archive.thedailystar.net/beta2/news/schoolgirl-commits-suicide/
433,2/12/2012,13 to 18,Female,Student,Hanging,family feud,10:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=222252
49,4/14/2010,13 to 18,Female,Student,Hanging,family feud,Afternoon,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=134510
48,4/9/2010,13 to 18,Female,Student,Hanging,eve teasing,Night,Gaibandha,http://archive.thedailystar.net/newDesign/news-details.php?nid=133837
47,4/3/2010,13 to 18,Female,Student,Poison,eve teasing,16:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=132905
442,3/2/2012,13 to 18,Female,housemaid,Hanging,mental illness,22:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=224874
440,2/16/2012,13 to 18,Male,Student,Hanging,personal problem,14:30:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=224092
931,8/17/2014,13 to 18,Female,Student,Poison,family feud,Morning,Chittagong,http://www.thedailystar.net/news-in-brief-37610
342,9/11/2011,13 to 18,Female,student,Hanging,family feud,morning,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=202165
413,1/11/2012,13 to 18,Female,Student,Poison,family feud,14:00:00,Shatkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=217978
32,3/6/2010,13 to 18,Female,Student,Hanging,family feud,15:30:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=129048
912,6/22/2014,13 to 18,Female,Student,Hanging,family feud,Night,Jessore,http://www.thedailystar.net/newsarchive/girl-commits-suicide-30126
299,7/13/2011,13 to 18,Male,student,Hanging,family feud,night,Shatkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=194195
295,7/6/2011,13 to 18,Female,student,Hanging,family feud,afternoon,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=193235
974,11/17/2014,13 to 18,Female,student,Hanging,family feud,not given,Chuadanga,http://www.thedailystar.net/jsc-examinee-commits-suicide-50828
824,11/24/2013,13 to 18,Female,Student,Hanging,family feud,Afternoon,Bogra,http://archive.thedailystar.net/beta2/news/snippets-136/
574,8/13/2012,13 to 18,Female,Student,Hanging,family feud,1:00:00,Pirojpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=246041
968,10/29/2014,13 to 18,Male,student,Hanging,family feud,not given,Barisal,http://www.thedailystar.net/snippets-48026
65,5/23/2010,13 to 18,Female,housemaid,Hanging,mental problem,9:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=139840
549,7/19/2012,13 to 18,Female,Student,Hanging,family feud,Afternoon,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=242861
8,1/28/2010,13 to 18,Female,Student,Poison,family feud,-,Shatkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=124183
545,7/11/2012,13 to 18,Female,housemaid,Hanging,mental illness,Afternoon,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=241756
514,5/13/2012,13 to 18,Male,not given,Poison,family feud,Afternoon,Shatkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=234161
282,6/13/2011,13 to 18,Female,student,Hanging,family feud,16:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=189946
401,12/29/2011,13 to 18,Female,student,not given,failed in exam,not given,Barisal,http://archive.thedailystar.net/newDesign/news-details.php?nid=216277
370,10/28/2011,13 to 18,Female,housemaid,Hanging,frustration,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=208373
666,12/23/2012,13 to 18,Female,Student,Hanging,abducted; threatened,16:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=262347
395,12/12/2011,13 to 18,Male,not given,Hanging,humiliation,13:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=213974
364,10/9/2011,13 to 18,Female,student,Hanging,family feud,morning,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=205948
660,11/20/2012,13 to 18,Female,not given,Hanging,mental illness,12:30:00,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=258330
360,10/3/2011,13 to 18,Female,student,Hanging,family feud,not given,Jessore,http://archive.thedailystar.net/newDesign/news-details.php?nid=205094
186,2/7/2011,13 to 18,Female,student,Hanging,family feud,22:00:00,Shatkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=173292
385,11/24/2011,13 to 18,Female,not given,Hanging,love affair,not given,Faridpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=211598
361,10/4/2011,13 to 18,Male,student,Hanging,mental illness,9:30:00,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=205239
580,8/24/2012,13 to 18,Male,not given,Hanging,family feud,Midnight,Jessore,http://archive.thedailystar.net/newDesign/news-details.php?nid=247115
572,8/8/2012,13 to 18,Female,Student,Poison,family feud,Night,Rangpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=245594
261,5/7/2011,13 to 18,Female,student,Poison,mental illness,night,Pabna,http://archive.thedailystar.net/newDesign/news-details.php?nid=184731
268,5/18/2011,13 to 18,Female,student,Poison,family feud,not given,Kushtia,http://archive.thedailystar.net/newDesign/news-details.php?nid=186366
229,4/3/2011,13 to 18,Female,Patient,Hanging,illness,not given,Shatkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=180339
619,9/23/2012,13 to 18,Female,Student,Poison,family feud,Morning,Jessore,http://archive.thedailystar.net/newDesign/news-details.php?nid=250983
544,7/1/2012,13 to 18,Female,not given,Poison,personal problem,Morning,Magura,http://archive.thedailystar.net/newDesign/news-details.php?nid=240733
283,6/14/2011,13 to 18,Female,housemaid,Hanging,tortured,11:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=190015
484,4/10/2012,13 to 18,Female,housemaid,Hanging,personal problem,-,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=229790
435,2/16/2012,13 to 18,Female,Student,Hanging,personal problem,-,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=222805
588,8/26/2012,13 to 18,Male,not given,Hanging,physical illness,11:00:00,Pabna,http://archive.thedailystar.net/newDesign/news-details.php?nid=247412
430,2/5/2012,13 to 18,Female,Student,Hanging,family feud,Night,Magura,http://archive.thedailystar.net/newDesign/news-details.php?nid=221524
192,2/8/2011,13 to 18,Male,student,Poison,family feud,19:00:00,Thakurgaon,http://archive.thedailystar.net/newDesign/news-details.php?nid=173449
328,8/20/2011,13 to 18,Female,student,Hanging,humiliation,not given,Madaripur,http://archive.thedailystar.net/newDesign/news-details.php?nid=199602
659,11/17/2012,13 to 18,Male,Student,Hanging,family feud,13:00:00,Sylhet,http://archive.thedailystar.net/newDesign/news-details.php?nid=258047
558,7/26/2012,13 to 18,Female,Student,Hanging,family feud,Night,Tangail,http://archive.thedailystar.net/newDesign/news-details.php?nid=243797
489,4/10/2012,13 to 18,Male,Labourer,Hanging,family feud,Night,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=229939
71,6/21/2010,13 to 18,Female,housemaid,Hanging,personal problem,14:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=143705
40,3/12/2010,13 to 18,Female,Student,Hanging,family feud,12:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=129909
922,7/18/2014,13 to 18,Female,Student,Hanging,bad result,Morning,Panchagarh,http://www.thedailystar.net/newsarchive/two-schoolgirls-commit-suicide-34032
